sigla,faixa_etaria,qtd_clientes,pct_clientes,valor_total
BS,Gen Z (1997-2012),172,8.678102926337033,112264.2
BS,Gen X (1965-1980),635,32.03834510595358,617191.57
BS,Millennials (1981-1996),1018,51.3622603430878,914023.21
BS,Boomers (1946-1964),154,7.769929364278506,177460.55000000002
BS,Nao Informado,1,0.050454086781029264,2052.99
BS,Silent (antes 1946),2,0.10090817356205853,2112.83
CS,Millennials (1981-1996),829,46.004439511653715,1044898.9400000001
CS,Gen Z (1997-2012),171,9.489456159822419,192827.76
CS,Gen X (1965-1980),659,36.57047724750277,853766.33
CS,Boomers (1946-1964),138,7.658157602663707,165835.6
CS,Nao Informado,1,0.05549389567147614,2872.5
CS,Silent (antes 1946),4,0.22197558268590456,3944.2200000000003
NK,Millennials (1981-1996),960,45.3257790368272,857264.32
NK,Gen Z (1997-2012),149,7.0349386213408875,114890.19
NK,Boomers (1946-1964),204,9.631728045325778,189278.55
NK,Gen X (1965-1980),799,37.724268177525964,862516.45
NK,Silent (antes 1946),6,0.28328611898017,7039.399999999999
GS,Millennials (1981-1996),396,53.73134328358209,336326.17
GS,Gen X (1965-1980),234,31.75033921302578,228484.08999999997
GS,Gen Z (1997-2012),72,9.76933514246947,44423.42
GS,Boomers (1946-1964),35,4.74898236092266,27281.32
NR,Gen Z (1997-2012),221,10.293432696786214,174266.74
NR,Millennials (1981-1996),1098,51.14112715416861,1040470.83
NR,Gen X (1965-1980),669,31.159757801583606,653614.59
NR,Boomers (1946-1964),157,7.312529110386586,216754.97999999998
NR,Nao Informado,1,0.04657661853749418,425.6
NR,Silent (antes 1946),1,0.04657661853749418,1389.8700000000001
NS,Gen X (1965-1980),185,27.40740740740741,154525.49
NS,Millennials (1981-1996),379,56.148148148148145,260217.90999999997
NS,Gen Z (1997-2012),87,12.88888888888889,49842.03
NS,Boomers (1946-1964),24,3.5555555555555554,14376.929999999997
