faixa_etaria,dia_semana,valor,transacoes
Boomers (1946-1964),Domingo,28398.14,109
Boomers (1946-1964),Quarta,14081.19,78
Boomers (1946-1964),Quinta,17167.52,95
Boomers (1946-1964),Sabado,46986.58,159
Boomers (1946-1964),Segunda,29267.55,132
Boomers (1946-1964),Sexta,21075.21,120
Boomers (1946-1964),Terca,38113.39,126
Gen X (1965-1980),Domingo,221883.8,931
Gen X (1965-1980),Quarta,122257.67,637
Gen X (1965-1980),Quinta,131477.2,731
Gen X (1965-1980),Sabado,309386.29,1286
Gen X (1965-1980),Segunda,175300.26,881
Gen X (1965-1980),Sexta,167446.09,683
Gen X (1965-1980),Terca,147477.36000000002,811
Gen Z (1997-2012),Domingo,154857.77,954
Gen Z (1997-2012),Quarta,108256.1,703
Gen Z (1997-2012),Quinta,91555.08,632
Gen Z (1997-2012),Sabado,176376.71,956
Gen Z (1997-2012),Segunda,133888.4,832
Gen Z (1997-2012),Sexta,115740.67,669
Gen Z (1997-2012),Terca,130206.28,802
Millennials (1981-1996),Domingo,550822.71,2711
Millennials (1981-1996),Quarta,246077.73,1647
Millennials (1981-1996),Quinta,279785.26,1693
Millennials (1981-1996),Sabado,583085.92,3073
Millennials (1981-1996),Segunda,434115.04,2284
Millennials (1981-1996),Sexta,339671.57,1762
Millennials (1981-1996),Terca,364852.33,2067
Nao Informado,Domingo,1333.14,13
Nao Informado,Quarta,962.5,11
Nao Informado,Quinta,146.79999999999998,6
Nao Informado,Sabado,83.64,2
Nao Informado,Segunda,3077.18,21
Nao Informado,Sexta,1391.8200000000002,7
Nao Informado,Terca,186.66,7
Silent (antes 1946),Domingo,500.94,2
Silent (antes 1946),Quinta,131.17,1
Silent (antes 1946),Sabado,1964.76,5
Silent (antes 1946),Segunda,492.9,2
Silent (antes 1946),Sexta,476.2,5
Silent (antes 1946),Terca,1288.4099999999999,15
