sigla,faixa_etaria,qtd_clientes,pct_clientes,valor_total
CS,Gen Z (1997-2012),269,22.796610169491522,213763.99
CS,Gen X (1965-1980),229,19.406779661016948,200084.76
CS,Millennials (1981-1996),654,55.42372881355932,504397.42000000004
CS,Boomers (1946-1964),23,1.9491525423728815,14384.320000000002
CS,Nao Informado,5,0.423728813559322,1491.25
BS,Gen X (1965-1980),256,23.378995433789953,319472.56
BS,Millennials (1981-1996),636,58.082191780821915,730591.8
BS,Gen Z (1997-2012),161,14.703196347031962,143281.56
BS,Boomers (1946-1964),36,3.287671232876712,36128.91
BS,Nao Informado,6,0.547945205479452,3528.6600000000003
NK,Millennials (1981-1996),624,50.649350649350644,494821.0
NK,Gen Z (1997-2012),217,17.613636363636363,140860.25999999998
NK,Gen X (1965-1980),340,27.5974025974026,331371.59
NK,Boomers (1946-1964),45,3.6525974025974026,46579.58
NK,Silent (antes 1946),4,0.3246753246753247,9274.35
NK,Nao Informado,2,0.16233766233766234,955.7500000000001
NR,Millennials (1981-1996),358,57.92880258899677,211265.15
NR,Gen X (1965-1980),103,16.666666666666664,62543.94
NR,Gen Z (1997-2012),142,22.97734627831715,71862.0
NR,Boomers (1946-1964),13,2.103559870550162,6333.36
NR,Nao Informado,2,0.3236245954692557,466.79
GS,Gen Z (1997-2012),159,20.15209125475285,92167.15
GS,Millennials (1981-1996),447,56.65399239543726,369944.93000000005
GS,Gen X (1965-1980),170,21.546261089987325,137050.27000000002
GS,Boomers (1946-1964),13,1.6476552598225602,6796.48
NS,Gen X (1965-1980),127,18.116975748930102,105306.65
NS,Millennials (1981-1996),396,56.490727532097004,287151.86
NS,Gen Z (1997-2012),160,22.82453637660485,105267.65
NS,Boomers (1946-1964),13,1.8544935805991443,11520.210000000001
NS,Nao Informado,4,0.5706134094151213,694.14
NS,Silent (antes 1946),1,0.14265335235378032,849.37
