perfil;shopping;genero;ranking;loja;valor;pct_valor;cupons;clientes
Premium;Balneário Shopping;Feminino;1;Zara;12484,25;24,39;20;17
Premium;Balneário Shopping;Feminino;2;Renner;10051,1;19,64;30;24
Premium;Balneário Shopping;Feminino;3;Centauro;5159,79;10,08;5;5
Premium;Balneário Shopping;Feminino;4;C&A;4801,64;9,38;16;12
Premium;Balneário Shopping;Feminino;5;Luz da Lua;4019,6000000000004;7,85;3;3
Premium;Balneário Shopping;Feminino;6;The North Face;3700,0;7,23;1;1
Premium;Balneário Shopping;Feminino;7;Life Vivara;3001,06;5,86;5;5
Premium;Balneário Shopping;Feminino;8;Hering Store;2789,81;5,45;1;1
Premium;Balneário Shopping;Feminino;9;Vans;2649,94;5,18;3;3
Premium;Balneário Shopping;Feminino;10;Paris Cosméticos;2521,96;4,93;3;3
Premium;Balneário Shopping;Masculino;1;Monte Carlo Joias;3640,0;19,69;1;1
Premium;Balneário Shopping;Masculino;2;Centauro;2698,9300000000003;14,6;4;4
Premium;Balneário Shopping;Masculino;3;Virus 41;2689,7;14,55;2;2
Premium;Balneário Shopping;Masculino;4;Renner;2062,05;11,16;7;7
Premium;Balneário Shopping;Masculino;5;Rayban;1979,0;10,71;1;1
Premium;Balneário Shopping;Masculino;6;Zara;1477,0;7,99;2;2
Premium;Balneário Shopping;Masculino;7;Paquetá Esportes;1299,95;7,03;3;3
Premium;Balneário Shopping;Masculino;8;The North Face;1150,0;6,22;1;1
Premium;Balneário Shopping;Masculino;9;Adcos;786,25;4,25;1;1
Premium;Balneário Shopping;Masculino;10;Life Vivara;700,0;3,79;1;1
Premium;Continente Shopping;Feminino;1;Centauro;5842,41;14,76;9;7
Premium;Continente Shopping;Feminino;2;Renner;5415,1;13,68;17;15
Premium;Continente Shopping;Feminino;3;Óticas Carol;5377,0;13,59;2;2
Premium;Continente Shopping;Feminino;4;C&A;4140,37;10,46;14;10
Premium;Continente Shopping;Feminino;5;Nike Unite;4129,8;10,43;11;9
Premium;Continente Shopping;Feminino;6;Audithorium Menswear;3384,8199999999997;8,55;3;2
Premium;Continente Shopping;Feminino;7;Lança Perfume;3374,8;8,53;1;1
Premium;Continente Shopping;Feminino;8;Vivara;2900,0;7,33;1;1
Premium;Continente Shopping;Feminino;9;Polo Wear;2639,76;6,67;6;4
Premium;Continente Shopping;Feminino;10;Live!;2372,8199999999997;6,0;4;3
Premium;Continente Shopping;Masculino;1;Brooksfield;6639,6;22,5;2;2
