perfil;shopping;genero;ranking;loja;valor;pct_valor;cupons;clientes
Premium;Balneário Shopping;Feminino;1;Vivara;3492,0;32,05;2;1
Premium;Balneário Shopping;Feminino;2;Zara;1168,0;10,72;2;2
Premium;Balneário Shopping;Feminino;3;Renner;1128,7;10,36;5;4
Premium;Balneário Shopping;Feminino;4;Lua Luá;1099,5;10,09;2;1
Premium;Balneário Shopping;Feminino;5;C&A;1049,86;9,64;5;4
Premium;Balneário Shopping;Feminino;6;Paris Cosméticos;819,94;7,53;2;2
Premium;Balneário Shopping;Feminino;7;Chuá;809,8;7,43;1;1
Premium;Balneário Shopping;Feminino;8;Track&Field;509,7;4,68;1;1
Premium;Balneário Shopping;Feminino;9;Calzedonia;458,06;4,2;1;1
Premium;Balneário Shopping;Feminino;10;Loungerie;359,8;3,3;1;1
Premium;Balneário Shopping;Masculino;1;TIM;3557,0;40,4;1;1
Premium;Balneário Shopping;Masculino;2;Sephora;1189,18;13,51;2;2
Premium;Balneário Shopping;Masculino;3;Artwalk;799,99;9,09;1;1
Premium;Balneário Shopping;Masculino;4;Madero;772,2199999999999;8,77;2;1
Premium;Balneário Shopping;Masculino;5;Pratafina;710,0;8,06;2;1
Premium;Balneário Shopping;Masculino;6;Loungerie;408,02;4,63;1;1
Premium;Balneário Shopping;Masculino;7;Democrata;375,8;4,27;1;1
Premium;Balneário Shopping;Masculino;8;Renner;359,2;4,08;4;2
Premium;Balneário Shopping;Masculino;9;Calzedonia;338,71000000000004;3,85;2;1
Premium;Balneário Shopping;Masculino;10;Quiksilver;293,94;3,34;1;1
Premium;Continente Shopping;Feminino;1;Decathlon;6023,14;36,46;13;9
Premium;Continente Shopping;Feminino;2;Centauro;3089,89;18,7;5;5
Premium;Continente Shopping;Feminino;3;Nike Unite;2612,9700000000003;15,82;3;3
Premium;Continente Shopping;Feminino;4;Youcom;769,97;4,66;3;3
Premium;Continente Shopping;Feminino;5;Renner;722,82;4,38;6;4
Premium;Continente Shopping;Feminino;6;Lojas Americanas;715,65;4,33;19;10
Premium;Continente Shopping;Feminino;7;Riachuelo;686,5;4,16;5;4
Premium;Continente Shopping;Feminino;8;Ótica Diniz;650,0;3,93;1;1
Premium;Continente Shopping;Feminino;9;Studio Z;637,9399999999999;3,86;4;4
Premium;Continente Shopping;Feminino;10;Cobasi;611,8;3,7;4;4
Premium;Continente Shopping;Masculino;1;Vivo;4599,0;32,53;1;1
Premium;Continente Shopping;Masculino;2;Milky Moo;3383,8;23,94;51;1
Premium;Continente Shopping;Masculino;3;Magazine Luiza;2661,76;18,83;1;1
Premium;Continente Shopping;Masculino;4;Renner;1070,6;7,57;5;3
Premium;Continente Shopping;Masculino;5;Jorge Bischoff;799,0;5,65;1;1
Premium;Continente Shopping;Masculino;6;Nike Unite;531,98;3,76;2;1
Premium;Continente Shopping;Masculino;7;Natura;324,88;2,3;1;1
Premium;Continente Shopping;Masculino;8;DEMOCRATA;299,9;2,12;1;1
Premium;Continente Shopping;Masculino;9;C&A;245,97000000000003;1,74;3;2
Premium;Continente Shopping;Masculino;10;Bacio di Latte;219,64999999999998;1,55;4;2
Premium;Garten Shopping;Feminino;1;C&A;3198,96;21,69;9;8
Premium;Garten Shopping;Feminino;2;General Lyy;3039,6;20,61;1;1
Premium;Garten Shopping;Feminino;3;Renner;2048,5;13,89;10;9
Premium;Garten Shopping;Feminino;4;Riachuelo;1737,16;11,78;10;9
Premium;Garten Shopping;Feminino;5;Óticas Carol;1537,8;10,43;1;1
Premium;Garten Shopping;Feminino;6;Havan;792,76;5,38;7;6
Premium;Garten Shopping;Feminino;7;Pittol;699,98;4,75;2;2
Premium;Garten Shopping;Feminino;8;Granado Phamácias;697,0;4,73;5;5
Premium;Garten Shopping;Feminino;9;OJO Sol & Grau;499,0;3,38;1;1
Premium;Garten Shopping;Feminino;10;Livrarias Curitiba;497,9;3,38;3;3
Premium;Garten Shopping;Masculino;1;Maze Skate;1429,6999999999998;18,58;2;1
Premium;Garten Shopping;Masculino;2;Centauro;1149,92;14,95;3;3
Premium;Garten Shopping;Masculino;3;Idéli Oui;1137,8;14,79;2;2
Premium;Garten Shopping;Masculino;4;Polo Wear;902,5;11,73;2;1
Premium;Garten Shopping;Masculino;5;Camicado;655,0;8,51;1;1
Premium;Garten Shopping;Masculino;6;Ótica Chilli Beans;642,98;8,36;1;1
Premium;Garten Shopping;Masculino;7;Havan;602,74;7,84;2;2
Premium;Garten Shopping;Masculino;8;Cobasi;426,54999999999995;5,54;3;2
Premium;Garten Shopping;Masculino;9;C&A;389,96;5,07;2;1
Premium;Garten Shopping;Masculino;10;Carter's;355,7;4,62;1;1
Premium;Nações Shopping;Feminino;1;Luz da Lua;26995,81;20,23;24;23
Premium;Nações Shopping;Feminino;2;Renner;20830,41;15,61;40;37
Premium;Nações Shopping;Feminino;3;Samsung;18399,0;13,79;8;7
Premium;Nações Shopping;Feminino;4;Camicado;12769,75;9,57;11;11
Premium;Nações Shopping;Feminino;5;Cassol Centerlar;11448,76;8,58;13;7
Premium;Nações Shopping;Feminino;6;C&A;9703,08;7,27;31;26
Premium;Nações Shopping;Feminino;7;Youcom;9412,6;7,05;13;12
Premium;Nações Shopping;Feminino;8;Empório Du Homem;9244,4;6,93;6;6
Premium;Nações Shopping;Feminino;9;Tokaia;7720,0;5,78;5;5
Premium;Nações Shopping;Feminino;10;Farm;6945,75;5,2;6;6
Premium;Nações Shopping;Masculino;1;Samsung;34541,0;29,24;11;11
Premium;Nações Shopping;Masculino;2;Vivara;33347,09;28,23;10;9
Premium;Nações Shopping;Masculino;3;Cassol Centerlar;19945,12;16,88;13;10
Premium;Nações Shopping;Masculino;4;Las Leñas Parrilla Uruguaya;5649,8;4,78;15;4
Premium;Nações Shopping;Masculino;5;Békko;5608,45;4,75;5;4
Premium;Nações Shopping;Masculino;6;Bagaggio;4884,33;4,13;3;3
Premium;Nações Shopping;Masculino;7;Kings ;4069,3900000000003;3,44;2;2
Premium;Nações Shopping;Masculino;8;Dudalina;3519,5;2,98;1;1
Premium;Nações Shopping;Masculino;9;Reserva Nacoes Shopping;3412,0;2,89;2;2
Premium;Nações Shopping;Masculino;10;Livraria Catarinense ;3160,8;2,68;6;4
Premium;Neumarkt Shopping;Feminino;1;Renner;3988,65;23,39;17;14
Premium;Neumarkt Shopping;Feminino;2;Kalunga;3457,78;20,28;6;5
Premium;Neumarkt Shopping;Feminino;3;Hering Store;1734,83;10,17;6;4
Premium;Neumarkt Shopping;Feminino;4;Centauro;1567,94;9,2;5;5
Premium;Neumarkt Shopping;Feminino;5;Shoulder;1243,15;7,29;2;2
Premium;Neumarkt Shopping;Feminino;6;Riachuelo;1222,1;7,17;7;6
Premium;Neumarkt Shopping;Feminino;7;Belshop;1179,62;6,92;5;5
Premium;Neumarkt Shopping;Feminino;8;Chilli Beans;1159,9;6,8;3;2
Premium;Neumarkt Shopping;Feminino;9;Livrarias Catarinense;765,2;4,49;6;6
Premium;Neumarkt Shopping;Feminino;10;Lojas Americanas;732,46;4,3;11;7
Premium;Neumarkt Shopping;Masculino;1;Vivara;2779,5;27,16;1;1
Premium;Neumarkt Shopping;Masculino;2;Cia do Homem;2192,3;21,42;2;2
Premium;Neumarkt Shopping;Masculino;3;JCanedo;975,88;9,53;1;1
Premium;Neumarkt Shopping;Masculino;4;Riachuelo;948,9;9,27;4;3
Premium;Neumarkt Shopping;Masculino;5;Renner;898,9;8,78;5;5
Premium;Neumarkt Shopping;Masculino;6;Centauro;779,97;7,62;1;1
Premium;Neumarkt Shopping;Masculino;7;Havan;489,86;4,79;3;2
Premium;Neumarkt Shopping;Masculino;8;Preçolândia;451,0;4,41;3;2
Premium;Neumarkt Shopping;Masculino;9;Idéli.Oui;429,0;4,19;1;1
Premium;Neumarkt Shopping;Masculino;10;Hering Store;289,95;2,83;1;1
Premium;Norte Shopping;Feminino;1;Havan;78057,47;29,07;70;59
Premium;Norte Shopping;Feminino;2;Casas Bahia;60794,14;22,64;23;21
Premium;Norte Shopping;Feminino;3;Magazine Luiza;27847,739999999998;10,37;11;11
Premium;Norte Shopping;Feminino;4;NXT Eletric;20900,0;7,78;5;5
Premium;Norte Shopping;Feminino;5;Pittol;16372,720000000001;6,1;47;35
Premium;Norte Shopping;Feminino;6;Atacadão;15806,92;5,89;58;36
Premium;Norte Shopping;Feminino;7;Samsung;14605,0;5,44;5;5
Premium;Norte Shopping;Feminino;8;CVC;13813,75;5,15;4;4
Premium;Norte Shopping;Feminino;9;Renner;11842,77;4,41;36;31
Premium;Norte Shopping;Feminino;10;Riachuelo;8432,14;3,14;28;26
Premium;Norte Shopping;Masculino;1;Havan;58868,15;28,88;34;29
Premium;Norte Shopping;Masculino;2;Casas Bahia;47202,53;23,16;18;17
Premium;Norte Shopping;Masculino;3;Samsung;26364,0;12,93;9;9
Premium;Norte Shopping;Masculino;4;Magazine Luiza;18130,489999999998;8,89;6;6
Premium;Norte Shopping;Masculino;5;Claro;13620,0;6,68;4;4
Premium;Norte Shopping;Masculino;6;Kalunga;9049,98;4,44;7;6
Premium;Norte Shopping;Masculino;7;Motorola;8305,0;4,07;3;3
Premium;Norte Shopping;Masculino;8;Vivo;7689,0;3,77;2;2
Premium;Norte Shopping;Masculino;9;Game Mania;7420,0;3,64;2;2
Premium;Norte Shopping;Masculino;10;JCanedo;7196,370000000001;3,53;4;4
VIP;Balneário Shopping;Feminino;1;Zara;42569,44;27,4;85;61
VIP;Balneário Shopping;Feminino;2;Renner;24335,84;15,66;88;60
