faixa_etaria,dia_semana,valor,transacoes
16-24 (Gen Z),Domingo,965767.52,3356
16-24 (Gen Z),Quarta,743606.74,2510
16-24 (Gen Z),Quinta,539541.9,1804
16-24 (Gen Z),Sabado,808756.25,2929
16-24 (Gen Z),Segunda,995843.4,3243
16-24 (Gen Z),Sexta,690735.81,2261
16-24 (Gen Z),Terca,958709.95,3215
25-39 (Millennials),Domingo,6764301.28,21023
25-39 (Millennials),Quarta,5943971.97,16544
25-39 (Millennials),Quinta,4151461.76,10808
25-39 (Millennials),Sabado,5861827.67,18110
25-39 (Millennials),Segunda,7481155.17,21409
25-39 (Millennials),Sexta,4757974.77,13861
25-39 (Millennials),Terca,7186823.78,20716
40-54 (Gen X),Domingo,7397630.62,22383
40-54 (Gen X),Quarta,6882370.01,18426
40-54 (Gen X),Quinta,4982463.35,12969
40-54 (Gen X),Sabado,6587206.8,19598
40-54 (Gen X),Segunda,9616149.78,25315
40-54 (Gen X),Sexta,6022423.0,16150
40-54 (Gen X),Terca,8921431.72,24103
55-69 (Boomers),Domingo,2324711.05,6241
55-69 (Boomers),Quarta,2022248.59,5441
55-69 (Boomers),Quinta,1986442.57,3956
55-69 (Boomers),Sabado,2085805.91,5597
55-69 (Boomers),Segunda,3002195.27,7006
55-69 (Boomers),Sexta,2015267.42,4803
55-69 (Boomers),Terca,3049048.02,6950
70+ (Silent),Domingo,337911.79,891
70+ (Silent),Quarta,511010.62,823
70+ (Silent),Quinta,340377.72,704
70+ (Silent),Sabado,324169.7,763
70+ (Silent),Segunda,592067.87,1031
70+ (Silent),Sexta,470053.65,857
70+ (Silent),Terca,429614.04,865
Nao Informado,Domingo,3773.93,23
Nao Informado,Quarta,10388.300000000001,17
Nao Informado,Quinta,2511.57,9
Nao Informado,Sabado,5304.43,30
Nao Informado,Segunda,46526.840000000004,28
Nao Informado,Sexta,2267.9700000000003,18
Nao Informado,Terca,6322.95,29
