faixa_etaria,dia_semana,valor,transacoes
Boomers (1946-1964),Domingo,40241.91,137
Boomers (1946-1964),Quarta,5396.3,42
Boomers (1946-1964),Quinta,3447.73,23
Boomers (1946-1964),Sabado,48913.75,126
Boomers (1946-1964),Segunda,26974.22,86
Boomers (1946-1964),Sexta,34472.81,63
Boomers (1946-1964),Terca,38051.64,100
Gen X (1965-1980),Domingo,219246.6,724
Gen X (1965-1980),Quarta,31984.0,208
Gen X (1965-1980),Quinta,41597.21,231
Gen X (1965-1980),Sabado,216637.18,803
Gen X (1965-1980),Segunda,179183.98,581
Gen X (1965-1980),Sexta,70813.52,278
Gen X (1965-1980),Terca,139069.41,477
Gen Z (1997-2012),Domingo,61492.66,278
Gen Z (1997-2012),Quarta,17571.24,142
Gen Z (1997-2012),Quinta,19362.260000000002,115
Gen Z (1997-2012),Sabado,92704.31,292
Gen Z (1997-2012),Segunda,44730.36,217
Gen Z (1997-2012),Sexta,26652.01,111
Gen Z (1997-2012),Terca,33320.68,145
Millennials (1981-1996),Domingo,334252.22000000003,1189
Millennials (1981-1996),Quarta,106084.67,445
Millennials (1981-1996),Quinta,78368.84,395
Millennials (1981-1996),Sabado,325373.72,1260
Millennials (1981-1996),Segunda,208484.88999999998,796
Millennials (1981-1996),Sexta,130441.01,562
Millennials (1981-1996),Terca,210964.5,686
Nao Informado,Sexta,61.84,1
Nao Informado,Terca,239.91,2
Silent (antes 1946),Domingo,1915.16,2
Silent (antes 1946),Sabado,699.0,1
Silent (antes 1946),Sexta,369.7,2
Silent (antes 1946),Terca,1669.72,2
