sigla,faixa_etaria,qtd_clientes,pct_clientes,valor_total
BS,40-54 (Gen X),553,34.714375392341495,497306.56
BS,25-39 (Millennials),780,48.96421845574388,603448.22
BS,16-24 (Gen Z),178,11.173885750156936,117295.37000000001
BS,55-69 (Boomers),62,3.89202762084118,69779.29999999999
BS,70+ (Silent),7,0.4394224733207784,7515.519999999999
BS,Nao Informado,13,0.8160703075957313,14968.689999999999
CS,25-39 (Millennials),579,48.04979253112033,634507.04
CS,40-54 (Gen X),457,37.9253112033195,510919.48
CS,55-69 (Boomers),62,5.145228215767634,83779.76999999999
CS,16-24 (Gen Z),92,7.634854771784233,105591.70000000001
CS,70+ (Silent),12,0.9958506224066389,18701.399999999998
CS,Nao Informado,3,0.24896265560165973,696.77
NK,25-39 (Millennials),694,43.813131313131315,527041.1399999999
NK,40-54 (Gen X),614,38.76262626262626,608766.87
NK,16-24 (Gen Z),151,9.532828282828284,101918.66
NK,55-69 (Boomers),102,6.4393939393939394,132594.90000000002
NK,Nao Informado,9,0.5681818181818182,4873.389999999999
NK,70+ (Silent),14,0.8838383838383838,9962.849999999999
GS,25-39 (Millennials),842,51.68815224063843,517120.94999999995
GS,40-54 (Gen X),501,30.755064456721914,348285.49
GS,55-69 (Boomers),63,3.867403314917127,35585.06
GS,16-24 (Gen Z),204,12.52302025782689,140423.57
GS,Nao Informado,15,0.9208103130755065,7017.860000000001
GS,70+ (Silent),4,0.24554941682013504,8256.32
NR,25-39 (Millennials),393,48.33948339483395,254545.13
NR,16-24 (Gen Z),76,9.348093480934809,47077.93
NR,40-54 (Gen X),304,37.392373923739235,250365.55
NR,55-69 (Boomers),38,4.674046740467404,32377.69
NR,70+ (Silent),2,0.24600246002460024,1654.68
NS,55-69 (Boomers),27,3.169014084507042,13903.990000000002
NS,25-39 (Millennials),451,52.93427230046949,290752.61
NS,40-54 (Gen X),244,28.638497652582164,194853.06
NS,16-24 (Gen Z),121,14.2018779342723,71966.77
NS,70+ (Silent),2,0.2347417840375587,370.75
NS,Nao Informado,7,0.8215962441314555,7892.9800000000005
