perfil;shopping;genero;ranking;loja;valor;pct_valor;cupons;clientes
Pontual;Balneário Shopping;Feminino;1;Zara;17563,2;22,58;67;54
Pontual;Balneário Shopping;Feminino;2;Renner;15573,79;20,02;89;75
Pontual;Balneário Shopping;Feminino;3;Riachuelo;8803,52;11,32;40;36
Pontual;Balneário Shopping;Feminino;4;Centauro;7924,33;10,19;32;31
Pontual;Balneário Shopping;Feminino;5;C&A;6406,28;8,24;33;32
Pontual;Balneário Shopping;Feminino;6;Sephora;5249,0;6,75;17;17
Pontual;Balneário Shopping;Feminino;7;Live!;4487,67;5,77;13;13
Pontual;Balneário Shopping;Feminino;8;Beagle;3959,79;5,09;13;13
Pontual;Balneário Shopping;Feminino;9;Virus 41;3944,94;5,07;9;9
Pontual;Balneário Shopping;Feminino;10;Adidas;3863,7000000000003;4,97;12;12
Pontual;Balneário Shopping;Masculino;1;Renner;11702,9;21,01;51;42
Pontual;Balneário Shopping;Masculino;2;Zara;9806,5;17,6;26;25
Pontual;Balneário Shopping;Masculino;3;Beagle;6914,5;12,41;18;16
Pontual;Balneário Shopping;Masculino;4;Centauro;6605,51;11,86;25;25
Pontual;Balneário Shopping;Masculino;5;Artwalk;3949,95;7,09;5;5
Pontual;Balneário Shopping;Masculino;6;Via Brasil Balneario Camboriu;3645,62;6,54;13;11
Pontual;Balneário Shopping;Masculino;7;O Boticário;3522,96;6,32;16;16
Pontual;Balneário Shopping;Masculino;8;World Tennis;3214,92;5,77;7;6
Pontual;Balneário Shopping;Masculino;9;Paris Cosméticos;3210,13;5,76;10;10
Pontual;Balneário Shopping;Masculino;10;Track&Field;3138,3;5,63;10;9
Pontual;Continente Shopping;Feminino;1;Renner;19200,52;20,3;102;86
Pontual;Continente Shopping;Feminino;2;C&A;15048,32;15,91;75;66
Pontual;Continente Shopping;Feminino;3;Nike Unite;10740,94;11,36;30;28
Pontual;Continente Shopping;Feminino;4;Riachuelo;9348,91;9,88;56;50
Pontual;Continente Shopping;Feminino;5;Decathlon;8431,68;8,91;54;46
Pontual;Continente Shopping;Feminino;6;Centauro;8314,68;8,79;32;30
Pontual;Continente Shopping;Feminino;7;Kalunga;6793,5;7,18;43;37
Pontual;Continente Shopping;Feminino;8;Livrarias Catarinense;6715,31;7,1;63;55
Pontual;Continente Shopping;Feminino;9;Studio Z;5696,2;6,02;39;37
Pontual;Continente Shopping;Feminino;10;Constance;4288,77;4,53;18;17
Pontual;Continente Shopping;Masculino;1;Centauro;10372,880000000001;15,38;31;30
Pontual;Continente Shopping;Masculino;2;Decathlon;10186,36;15,1;44;40
