sigla,faixa_etaria,qtd_clientes,pct_clientes,valor_total
BS,Gen Z (1997-2012),1249,13.536360680611251,1071854.0999999999
BS,Millennials (1981-1996),4636,50.24384957190853,4852725.22
BS,Gen X (1965-1980),2673,28.969329142733287,2987589.0
BS,Boomers (1946-1964),655,7.0987319822260755,712545.42
BS,Silent (antes 1946),14,0.15172862252086267,25119.209999999995
CS,Gen X (1965-1980),3242,28.41616267858708,5773798.48
CS,Millennials (1981-1996),5683,49.811552283285124,9082349.43
CS,Gen Z (1997-2012),1458,12.7793846962924,1586496.56
CS,Boomers (1946-1964),990,8.677359978963976,1659380.1099999999
CS,Silent (antes 1946),34,0.29801034271189414,52336.86
CS,Nao Informado,2,0.017530020159523183,538.61
NK,Millennials (1981-1996),3754,45.15275439018523,4374023.24
NK,Gen Z (1997-2012),992,11.931681501082512,896535.88
NK,Gen X (1965-1980),2733,32.87226365167188,3750563.4699999997
NK,Boomers (1946-1964),807,9.706519124368535,1202990.3599999999
NK,Silent (antes 1946),27,0.3247534279528506,38706.740000000005
NK,Nao Informado,1,0.012027904738994467,6698.0
GS,Millennials (1981-1996),2207,48.95740905057675,1936088.98
GS,Gen Z (1997-2012),670,14.862466725820763,601690.8999999999
GS,Gen X (1965-1980),1352,29.991126885536822,1462799.44
GS,Boomers (1946-1964),275,6.100266193433895,385547.63
GS,Silent (antes 1946),4,0.08873114463176575,9682.630000000001
NR,Millennials (1981-1996),4520,49.28579217097372,5478539.98
NR,Gen Z (1997-2012),1286,14.022462108821285,1180465.5899999999
NR,Gen X (1965-1980),2735,29.822265837967503,3430445.28
NR,Boomers (1946-1964),609,6.640497219496239,1030502.6599999999
NR,Silent (antes 1946),18,0.19627085377821393,15600.380000000001
NR,Nao Informado,3,0.03271180896303566,1918.63
NS,Gen Z (1997-2012),910,18.12027080844285,660328.9099999999
NS,Millennials (1981-1996),2642,52.608522500995626,2479567.9099999997
NS,Gen X (1965-1980),1220,24.29311031461569,1287810.22
NS,Boomers (1946-1964),243,4.838709677419355,249396.72
NS,Silent (antes 1946),5,0.09956192751891675,4744.78
NS,Nao Informado,2,0.039824771007566706,396.39
