perfil;shopping;genero;ranking;loja;valor;pct_valor;cupons;clientes
Pontual;Balneário Shopping;Feminino;1;Renner;262344,34;22,34;1042;933
Pontual;Balneário Shopping;Feminino;2;Zara;209656,53;17,85;616;562
Pontual;Balneário Shopping;Feminino;3;C&A;135713,34;11,55;578;534
Pontual;Balneário Shopping;Feminino;4;Centauro;129792,12000000001;11,05;409;386
Pontual;Balneário Shopping;Feminino;5;Riachuelo;106986,16;9,11;452;409
Pontual;Balneário Shopping;Feminino;6;Sephora;89828,76;7,65;285;268
Pontual;Balneário Shopping;Feminino;7;Studio Z;71162,4;6,06;403;371
Pontual;Balneário Shopping;Feminino;8;O Boticário;62480,33;5,32;291;281
Pontual;Balneário Shopping;Feminino;9;Superlegal Brinquedos;53767,85;4,58;282;257
Pontual;Balneário Shopping;Feminino;10;Valenttina;52823,9;4,5;203;187
Pontual;Balneário Shopping;Masculino;1;Centauro;140194,61000000002;19,98;385;364
Pontual;Balneário Shopping;Masculino;2;Renner;117659,39;16,77;476;422
Pontual;Balneário Shopping;Masculino;3;Zara;110396,05;15,73;310;285
Pontual;Balneário Shopping;Masculino;4;C&A;68821,58;9,81;277;247
Pontual;Balneário Shopping;Masculino;5;Democrata;58882,7;8,39;145;141
Pontual;Balneário Shopping;Masculino;6;Riachuelo;54703,85;7,8;207;197
Pontual;Balneário Shopping;Masculino;7;Life Vivara;43465,1;6,19;84;84
Pontual;Balneário Shopping;Masculino;8;Outback Steakhouse;37108,35;5,29;124;120
Pontual;Balneário Shopping;Masculino;9;Vans;36389,91;5,19;72;70
Pontual;Balneário Shopping;Masculino;10;Superlegal Brinquedos;34112,64;4,86;173;159
Pontual;Continente Shopping;Feminino;1;Renner;277959,06;20,96;1159;1013
Pontual;Continente Shopping;Feminino;2;Nike Unite;201033,15;15,16;604;548
Pontual;Continente Shopping;Feminino;3;C&A;193632,21;14,6;810;735
Pontual;Continente Shopping;Feminino;4;Riachuelo;147105,18;11,09;706;623
Pontual;Continente Shopping;Feminino;5;Centauro;117140,40000000001;8,83;444;422
Pontual;Continente Shopping;Feminino;6;Decathlon;86299,44;6,51;452;407
Pontual;Continente Shopping;Feminino;7;O Boticário;80297,57;6,05;396;370
Pontual;Continente Shopping;Feminino;8;Pernambucanas;76216,55;5,75;392;333
Pontual;Continente Shopping;Feminino;9;Carioca Calçados;76189,03;5,74;263;253
Pontual;Continente Shopping;Feminino;10;Studio Z;70531,62;5,32;424;389
Pontual;Continente Shopping;Masculino;1;Nike Unite;199378,53;20,92;545;497
Pontual;Continente Shopping;Masculino;2;Centauro;133236,88;13,98;435;405
Pontual;Continente Shopping;Masculino;3;Renner;113089,97;11,86;489;446
Pontual;Continente Shopping;Masculino;4;C&A;102197,28;10,72;384;362
Pontual;Continente Shopping;Masculino;5;Decathlon;89352,12;9,37;420;372
Pontual;Continente Shopping;Masculino;6;Riachuelo;76482,34;8,02;349;321
Pontual;Continente Shopping;Masculino;7;DEMOCRATA;71162,38;7,47;192;183
Pontual;Continente Shopping;Masculino;8;Polo Wear;60373,23;6,33;236;219
Pontual;Continente Shopping;Masculino;9;Empório Du Homem;55675,67;5,84;121;114
Pontual;Continente Shopping;Masculino;10;CLIFIELD;52228,92;5,48;127;121
Pontual;Garten Shopping;Feminino;1;Renner;266463,64;20,36;1189;1040
Pontual;Garten Shopping;Feminino;2;Riachuelo;159256,99;12,17;735;655
Pontual;Garten Shopping;Feminino;3;Centauro;156899,94;11,99;541;504
Pontual;Garten Shopping;Feminino;4;C&A;151408,67;11,57;691;642
Pontual;Garten Shopping;Feminino;5;Havan;147335,37;11,26;766;654
Pontual;Garten Shopping;Feminino;6;Pittol;136578,71;10,43;603;551
Pontual;Garten Shopping;Feminino;7;Hering;96879,33;7,4;402;377
