faixa_etaria,dia_semana,valor,transacoes
Boomers (1946-1964),Domingo,34399.64,113
Boomers (1946-1964),Quarta,41078.21,130
Boomers (1946-1964),Quinta,12205.33,41
Boomers (1946-1964),Sabado,34021.06,122
Boomers (1946-1964),Segunda,36847.46,80
Boomers (1946-1964),Sexta,9750.84,45
Boomers (1946-1964),Terca,39289.32,104
Gen X (1965-1980),Domingo,201018.01,739
Gen X (1965-1980),Quarta,237529.69,889
Gen X (1965-1980),Quinta,83507.63,455
Gen X (1965-1980),Sabado,199035.12,875
Gen X (1965-1980),Segunda,173416.34,683
Gen X (1965-1980),Sexta,98208.16,490
Gen X (1965-1980),Terca,137138.1,651
Gen Z (1997-2012),Domingo,77626.4,356
Gen Z (1997-2012),Quarta,65381.090000000004,351
Gen Z (1997-2012),Quinta,33747.95,228
Gen Z (1997-2012),Sabado,72765.27,379
Gen Z (1997-2012),Segunda,49730.87,228
Gen Z (1997-2012),Sexta,23874.86,211
Gen Z (1997-2012),Terca,51958.1,266
Millennials (1981-1996),Domingo,333031.87,1574
Millennials (1981-1996),Quarta,379257.61,1519
Millennials (1981-1996),Quinta,133935.39,849
Millennials (1981-1996),Sabado,375437.36,1685
Millennials (1981-1996),Segunda,276796.19,1267
Millennials (1981-1996),Sexta,176429.34,1008
Millennials (1981-1996),Terca,307041.71,1132
Nao Informado,Domingo,488.9,2
Silent (antes 1946),Quarta,2332.21,7
Silent (antes 1946),Sexta,444.49,4
Silent (antes 1946),Terca,2886.6,2
