faixa_etaria,dia_semana,valor,transacoes
Boomers (1946-1964),Domingo,162809.61000000002,228
Boomers (1946-1964),Quarta,65165.03,148
Boomers (1946-1964),Quinta,57143.61,148
Boomers (1946-1964),Sabado,85823.17,232
Boomers (1946-1964),Segunda,71164.53,169
Boomers (1946-1964),Sexta,29319.59,72
Boomers (1946-1964),Terca,86925.91,232
Gen X (1965-1980),Domingo,481560.77,1474
Gen X (1965-1980),Quarta,299704.06,794
Gen X (1965-1980),Quinta,290785.26,708
Gen X (1965-1980),Sabado,401789.76,1259
Gen X (1965-1980),Segunda,343202.91,937
Gen X (1965-1980),Sexta,184378.2,578
Gen X (1965-1980),Terca,320250.23,834
Gen Z (1997-2012),Domingo,158310.14,628
Gen Z (1997-2012),Quarta,76919.78,327
Gen Z (1997-2012),Quinta,78487.4,330
Gen Z (1997-2012),Sabado,152839.73,529
Gen Z (1997-2012),Segunda,130490.61,370
Gen Z (1997-2012),Sexta,57002.85,245
Gen Z (1997-2012),Terca,94509.71,300
Millennials (1981-1996),Domingo,771115.0,2508
Millennials (1981-1996),Quarta,465531.56,1337
Millennials (1981-1996),Quinta,350949.38,1225
Millennials (1981-1996),Sabado,626106.67,2133
Millennials (1981-1996),Segunda,558287.91,1613
Millennials (1981-1996),Sexta,256054.78,940
Millennials (1981-1996),Terca,420540.11,1324
Nao Informado,Quinta,4234.33,3
Nao Informado,Terca,532.86,2
Silent (antes 1946),Domingo,1223.18,6
Silent (antes 1946),Quarta,2988.14,6
Silent (antes 1946),Quinta,1047.4,3
Silent (antes 1946),Sabado,439.0,1
Silent (antes 1946),Segunda,538.9,2
Silent (antes 1946),Sexta,215.6,1
