cliente_id,valor_total,qtd_compras,genero,faixa_etaria,segmento_preferido,loja_preferida,ranking
301369,132606.43,8,Masculino,70+ (Silent),Serviços,Cvc Viagens,1
123960,122089.35,172,Feminino,55-69 (Boomers),Gastronomia,Shoulder,2
2374,121230.89,579,Masculino,40-54 (Gen X),Gastronomia,Café Cultura,3
17014,116751.14,29,Feminino,40-54 (Gen X),Moda,Le Lis ,4
169822,108645.97,19,Feminino,40-54 (Gen X),Joalheria,Baier Joalheria,5
131300,91664.77,76,Feminino,25-39 (Millennials),Moda,Renner,6
60154,91438.26,85,Feminino,40-54 (Gen X),Pets,Cobasi,7
245748,89597.84999999999,16,Feminino,40-54 (Gen X),Gastronomia,Cia Marítima,8
242511,88920.62,4,Masculino,40-54 (Gen X),Joalheria,Vivara,9
164653,87705.66,15,Masculino,40-54 (Gen X),Joalheria,Baier Joalheria,10
195668,87127.28,53,Feminino,40-54 (Gen X),Moda,Shoulder,11
370847,86150.27,1,Masculino,40-54 (Gen X),Serviços,Cvc Viagens,12
119910,85538.45,182,Feminino,40-54 (Gen X),Moda,LINDT,13
265483,84189.97,79,Feminino,40-54 (Gen X),Beleza e Bem-estar,Idéli.Oui,14
22800,81117.34,41,Feminino,55-69 (Boomers),Moda,Aramis,15
124587,80752.43,251,Feminino,40-54 (Gen X),Gastronomia,Madero,16
162476,77251.42,40,Feminino,40-54 (Gen X),Moda,Livrarias Catarinense,17
129800,77182.37,141,Feminino,55-69 (Boomers),Gastronomia,Shoulder,18
125261,73536.41,101,Feminino,40-54 (Gen X),Gastronomia,Madero,19
501043,72442.49,19,Feminino,40-54 (Gen X),Beleza e Bem-estar,O Boticário,20
298586,70259.93000000001,6,Feminino,55-69 (Boomers),Moda,Cavezzale,21
481291,70000.0,2,Masculino,40-54 (Gen X),Joalheria,Baier Joalheria,22
30401,69074.95,40,Feminino,40-54 (Gen X),Beleza e Bem-estar,L'Occitane Au Brésil,23
138876,66908.98,495,Feminino,40-54 (Gen X),Gastronomia,Renner,24
59498,63265.35999999999,157,Feminino,40-54 (Gen X),Gastronomia,Livrarias Catarinense,25
205170,62475.23,52,Masculino,40-54 (Gen X),Gastronomia,Chiquinho Sorvetes,26
4623,61032.21,497,Feminino,40-54 (Gen X),Gastronomia,Chiquinho Sorvetes,27
65288,60060.75,141,Masculino,40-54 (Gen X),Beleza e Bem-estar,Café Cultura,28
