sigla,faixa_etaria,qtd_clientes,pct_clientes,valor_total
BS,Gen Z (1997-2012),19,13.768115942028986,11935.74
BS,Boomers (1946-1964),15,10.869565217391305,6753.700000000001
BS,Millennials (1981-1996),63,45.65217391304348,46041.99
BS,Gen X (1965-1980),40,28.985507246376812,25293.72
BS,Nao Informado,1,0.7246376811594203,69.47
CS,Millennials (1981-1996),299,52.18150087260035,227583.12
CS,Boomers (1946-1964),48,8.37696335078534,30903.120000000003
CS,Gen X (1965-1980),173,30.19197207678883,157992.06
CS,Gen Z (1997-2012),53,9.24956369982548,35242.520000000004
NK,Millennials (1981-1996),33,55.00000000000001,12205.21
NK,Gen X (1965-1980),17,28.333333333333332,33338.83
NK,Boomers (1946-1964),4,6.666666666666667,3240.51
NK,Gen Z (1997-2012),5,8.333333333333332,4038.28
NK,Silent (antes 1946),1,1.6666666666666667,180.4
GS,Gen X (1965-1980),11,47.82608695652174,5610.719999999999
GS,Millennials (1981-1996),11,47.82608695652174,8911.11
GS,Gen Z (1997-2012),1,4.3478260869565215,1175.25
NR,Gen Z (1997-2012),12,21.428571428571427,86705.81999999999
NR,Millennials (1981-1996),25,44.642857142857146,27641.670000000002
NR,Gen X (1965-1980),15,26.785714285714285,12595.32
NR,Boomers (1946-1964),4,7.142857142857142,1885.79
NS,Gen X (1965-1980),4,28.57142857142857,2188.76
NS,Gen Z (1997-2012),1,7.142857142857142,249.45
NS,Millennials (1981-1996),8,57.14285714285714,4035.3999999999996
NS,Boomers (1946-1964),1,7.142857142857142,645.8800000000001
