faixa_etaria,dia_semana,valor,transacoes
Boomers (1946-1964),Domingo,20704.0,96
Boomers (1946-1964),Quarta,5253.57,36
Boomers (1946-1964),Quinta,7311.54,52
Boomers (1946-1964),Sabado,9746.08,49
Boomers (1946-1964),Segunda,3731.66,28
Boomers (1946-1964),Sexta,5553.67,49
Boomers (1946-1964),Terca,9669.77,47
Gen X (1965-1980),Domingo,95773.76,554
Gen X (1965-1980),Quarta,65067.88,401
Gen X (1965-1980),Quinta,68537.67,374
Gen X (1965-1980),Sabado,125609.0,752
Gen X (1965-1980),Segunda,55733.39,402
Gen X (1965-1980),Sexta,60357.42,413
Gen X (1965-1980),Terca,77353.46,382
Gen Z (1997-2012),Domingo,53224.92,347
Gen Z (1997-2012),Quarta,20786.65,163
Gen Z (1997-2012),Quinta,27036.11,182
Gen Z (1997-2012),Sabado,41463.27,292
Gen Z (1997-2012),Segunda,23584.68,188
Gen Z (1997-2012),Sexta,25645.19,194
Gen Z (1997-2012),Terca,28027.71,155
Millennials (1981-1996),Domingo,266363.87,1366
Millennials (1981-1996),Quarta,179510.19,731
Millennials (1981-1996),Quinta,118003.92,751
Millennials (1981-1996),Sabado,226731.67,1373
Millennials (1981-1996),Segunda,136875.69,846
Millennials (1981-1996),Sexta,125067.36,806
Millennials (1981-1996),Terca,117167.15,645
Nao Informado,Sabado,48.0,1
Nao Informado,Sexta,84.95,1
Silent (antes 1946),Segunda,134.0,2
