faixa_etaria,dia_semana,valor,transacoes
Boomers (1946-1964),Domingo,211460.8,746
Boomers (1946-1964),Quarta,84771.91,271
Boomers (1946-1964),Quinta,257421.85,779
Boomers (1946-1964),Sabado,530139.71,787
Boomers (1946-1964),Segunda,54243.12,196
Boomers (1946-1964),Sexta,305481.09,806
Boomers (1946-1964),Terca,14085.960000000001,76
Gen X (1965-1980),Domingo,1114575.47,3703
Gen X (1965-1980),Quarta,519911.51,1846
Gen X (1965-1980),Quinta,1030230.22,3244
Gen X (1965-1980),Sabado,1077142.39,3377
Gen X (1965-1980),Segunda,354617.39,1337
Gen X (1965-1980),Sexta,881853.25,3051
Gen X (1965-1980),Terca,199940.15,936
Gen Z (1997-2012),Domingo,466224.71,1389
Gen Z (1997-2012),Quarta,168349.42,710
Gen Z (1997-2012),Quinta,245966.93,1034
Gen Z (1997-2012),Sabado,283036.13,1145
Gen Z (1997-2012),Segunda,116396.37,478
Gen Z (1997-2012),Sexta,316108.79,1187
Gen Z (1997-2012),Terca,57447.88,334
Millennials (1981-1996),Domingo,1858320.29,6149
Millennials (1981-1996),Quarta,726472.77,2879
Millennials (1981-1996),Quinta,1464761.85,5050
Millennials (1981-1996),Sabado,1490956.07,5507
Millennials (1981-1996),Segunda,550537.88,2180
Millennials (1981-1996),Sexta,1421884.24,4810
Millennials (1981-1996),Terca,334896.21,1578
Silent (antes 1946),Domingo,23328.68,9
Silent (antes 1946),Quarta,4979.86,10
Silent (antes 1946),Quinta,15069.92,46
Silent (antes 1946),Sabado,8637.5,21
Silent (antes 1946),Segunda,471.38,5
Silent (antes 1946),Sexta,5732.38,16
Silent (antes 1946),Terca,4100.19,10
