cliente_id,valor_total,qtd_compras,genero,faixa_etaria,segmento_preferido,loja_preferida,ranking
135667,85221.05,31,Feminino,55-69 (Boomers),Não informado,Luz da Lua,1
118020,81979.81999999999,156,Feminino,40-54 (Gen X),Gastronomia,ORIENTALLI,2
185413,76580.63,136,Feminino,40-54 (Gen X),Gastronomia,O Boticário,3
55634,74283.45,172,Feminino,25-39 (Millennials),Gastronomia,Spoleto,4
283782,67783.16,932,Feminino,40-54 (Gen X),Gastronomia,McDonald's,5
225906,67127.1,93,Feminino,25-39 (Millennials),Eletrônicos,PRIME GAMES,6
123563,66329.08,220,Feminino,40-54 (Gen X),Moda,Panvel Farmácias,7
52404,59281.9,129,Feminino,16-24 (Gen Z),Gastronomia,Pandora ,8
180119,59277.06,355,Feminino,40-54 (Gen X),Moda,Renner,9
99637,58735.24,99,Feminino,25-39 (Millennials),Eletrodomésticos,Lojas Americanas,10
326681,58673.2,4,Masculino,25-39 (Millennials),Joalheria,Vivara,11
107189,58451.79,8,Masculino,40-54 (Gen X),Moda,Vivara,12
138414,58399.65,19,Feminino,55-69 (Boomers),Joalheria,Lanzara,13
139524,57951.36,84,Feminino,40-54 (Gen X),Gastronomia,Madero,14
70846,56724.5,206,Feminino,25-39 (Millennials),Gastronomia,Bacio di Latte,15
127379,53990.04,366,Feminino,40-54 (Gen X),Gastronomia,Cobasi,16
335163,51389.02,25,Feminino,70+ (Silent),Gastronomia,Lojas Americanas,17
274049,50630.950000000004,35,Feminino,55-69 (Boomers),Moda,Lua Luá,18
236109,50262.909999999996,43,Feminino,40-54 (Gen X),Gastronomia,Livrarias Catarinense,19
331402,48409.09,10,Feminino,40-54 (Gen X),Joalheria,Vivara,20
138933,47732.44,13,Feminino,25-39 (Millennials),Moda,Bacio di Latte,21
274309,47059.08,4,Masculino,16-24 (Gen Z),Moda,Brooksfield,22
115827,46822.729999999996,123,Feminino,55-69 (Boomers),Moda,Lança Perfume,23
113267,45617.880000000005,27,Masculino,40-54 (Gen X),Gastronomia,Madero,24
471631,45614.0,4,Feminino,40-54 (Gen X),Joalheria,Vivara,25
159615,45456.29,231,Feminino,25-39 (Millennials),Eletrodomésticos,Lojas Americanas,26
397184,44515.41,17,Feminino,40-54 (Gen X),Joalheria,Life Vivara,27
122607,44100.06,178,Masculino,40-54 (Gen X),Gastronomia,McDonald's,28
129197,43889.8,262,Feminino,25-39 (Millennials),Gastronomia,Ri Happy Baby,29
15737,43522.76,371,Feminino,25-39 (Millennials),Gastronomia,Kalunga,30
417621,42908.68,28,Feminino,16-24 (Gen Z),Não informado,Anacapri ,31
59436,42879.98,141,Feminino,40-54 (Gen X),Gastronomia,Giraffas,32
204442,42272.0,1,Masculino,40-54 (Gen X),Joalheria,Vivara,33
116713,42170.03,1,Masculino,40-54 (Gen X),Telefonia,TIM ,34
125953,42163.99,436,Masculino,70+ (Silent),Gastronomia,GAMELAS E PANELLA'S,35
2488,42039.68,19,Masculino,40-54 (Gen X),Gastronomia,Vivara,36
158318,41980.0,1,Feminino,40-54 (Gen X),Joalheria,Vivara,37
112786,41808.02,60,Feminino,40-54 (Gen X),Moda,Audithorium Menswear,38
94327,41648.89,48,Masculino,40-54 (Gen X),Gastronomia,Livrarias Catarinense,39
334099,40980.0,2,Feminino,25-39 (Millennials),Joalheria,Vivara,40
109877,40919.97,78,Feminino,55-69 (Boomers),Eletrodomésticos,Lojas Americanas,41
142578,40854.38,144,Feminino,55-69 (Boomers),Gastronomia,Continente Shopping - Estacionamento,42
133866,40837.49,90,Feminino,40-54 (Gen X),Moda,Centauro,43
55495,40759.13,276,Feminino,40-54 (Gen X),Gastronomia,McDonald's,44
51976,40479.05,325,Feminino,40-54 (Gen X),Gastronomia,Kalunga,45
8859,40421.17,211,Feminino,40-54 (Gen X),Moda,C&A,46
245261,40192.44,3,Feminino,40-54 (Gen X),Joalheria,Hope,47
117567,39896.69,185,Feminino,25-39 (Millennials),Gastronomia,Spoleto,48
200918,39538.78,10,Masculino,40-54 (Gen X),Esportes,Centauro,49
216403,39384.45,79,Feminino,25-39 (Millennials),Gastronomia,Vivo,50
83601,38676.229999999996,13,Masculino,25-39 (Millennials),Gastronomia,Cacau Show,51
155504,38356.92,20,Feminino,40-54 (Gen X),Moda,C&A,52
182707,38123.42,18,Masculino,40-54 (Gen X),Moda,Brooksfield,53
181211,37254.85,120,Feminino,25-39 (Millennials),Moda,Companhia da Moda,54
19800,37198.68,205,Feminino,25-39 (Millennials),Gastronomia,Kalunga,55
185601,36543.91,122,Masculino,40-54 (Gen X),Gastronomia,Brasil Cacau,56
174578,36377.9,179,Masculino,40-54 (Gen X),Gastronomia,McDonald's,57
120285,36194.96,133,Feminino,55-69 (Boomers),Gastronomia,Cobasi,58
177241,35717.0,75,Feminino,25-39 (Millennials),Gastronomia,Spoleto,59
282282,35643.62,6,Masculino,40-54 (Gen X),Joalheria,Vivara,60
182898,35629.61,18,Feminino,55-69 (Boomers),Moda,Jorge Bischoff,61
117549,35587.02,114,Feminino,40-54 (Gen X),Moda,Alô Bebê,62
193036,35334.0,4,Masculino,40-54 (Gen X),Joalheria,Vivara,63
94339,35296.4,302,Masculino,25-39 (Millennials),Gastronomia,Livrarias Catarinense,64
100360,35234.63,90,Feminino,40-54 (Gen X),Gastronomia,Madero,65
254810,34803.299999999996,11,Masculino,25-39 (Millennials),Gastronomia,Vivara,66
99055,34489.37,22,Feminino,40-54 (Gen X),Moda,Tommy Hilfiger,67
142075,34448.04,416,Feminino,40-54 (Gen X),Gastronomia,Cartes - Cozinha do Mundo,68
188989,34274.82,29,Feminino,55-69 (Boomers),Moda,Lança Perfume,69
180615,34095.0,27,Masculino,25-39 (Millennials),Eletrônicos,PRIME GAMES,70
245437,34047.88,133,Feminino,40-54 (Gen X),Gastronomia,Continente Shopping - Estacionamento,71
49376,33732.65,422,Feminino,25-39 (Millennials),Gastronomia,Cartes - Cozinha do Mundo,72
322197,33678.0,3,Masculino,55-69 (Boomers),Telefonia,Vivo,73
69528,33439.69,286,Feminino,40-54 (Gen X),Moda,Leo Cosméticos,74
449299,33308.490000000005,3,Feminino,25-39 (Millennials),Joalheria,Vivara,75
195384,33218.95,42,Feminino,40-54 (Gen X),Pets,Cobasi,76
7789,32647.77,203,Masculino,25-39 (Millennials),Gastronomia,Mr. Cheff,77
49044,32532.15,331,Feminino,40-54 (Gen X),Gastronomia,Riviera Café,78
99281,32114.8,68,Masculino,25-39 (Millennials),Gastronomia,Lojas Americanas,79
37768,31955.09,83,Feminino,40-54 (Gen X),Moda,Bob's Sorvete - Quiosque,80
91153,31624.95,184,Feminino,25-39 (Millennials),Gastronomia,Giraffas,81
134829,31608.4,222,Feminino,40-54 (Gen X),Pets,Cobasi,82
154554,31371.21,154,Feminino,40-54 (Gen X),Gastronomia,Natura,83
99538,31097.58,82,Masculino,25-39 (Millennials),Eletrodomésticos,Lojas Americanas,84
30952,30956.739999999998,58,Feminino,40-54 (Gen X),Gastronomia,Polo Wear,85
138536,30879.08,69,Feminino,40-54 (Gen X),Moda,Arezzo,86
4141,30570.11,125,Feminino,25-39 (Millennials),Gastronomia,Zanoni Sushi,87
132214,30392.16,42,Feminino,40-54 (Gen X),Moda,Renner,88
251336,29999.97,19,Masculino,55-69 (Boomers),Moda,Carioca Calçados,89
199193,29847.04,223,Masculino,25-39 (Millennials),Gastronomia,Divino Fogão ,90
120027,29725.88,27,Feminino,40-54 (Gen X),Gastronomia,Cartes - Cozinha do Mundo,91
124016,29681.31,147,Feminino,55-69 (Boomers),Gastronomia,Panvel Farmácias,92
119643,29669.79,201,Feminino,55-69 (Boomers),Gastronomia,Giraffas,93
106584,29663.82,306,Feminino,40-54 (Gen X),Gastronomia,Mini Kalzone,94
432060,29626.35,99,Masculino,40-54 (Gen X),Gastronomia,Riviera Café,95
120381,29490.22,149,Masculino,40-54 (Gen X),Gastronomia,Livrarias Catarinense,96
296147,29243.71,35,Feminino,25-39 (Millennials),Gastronomia,Fini,97
9129,28968.93,409,Masculino,40-54 (Gen X),Gastronomia,GAMELAS E PANELLA'S,98
139925,28967.059999999998,6,Masculino,40-54 (Gen X),Eletrodomésticos,Magazine Luiza,99
55491,28260.27,169,Feminino,40-54 (Gen X),Gastronomia,Lojas Americanas,100
159505,28215.02,16,Feminino,25-39 (Millennials),Moda,Vivara,101
195,28166.59,144,Feminino,25-39 (Millennials),Gastronomia,Cobasi,102
297926,28039.25,43,Feminino,25-39 (Millennials),Gastronomia,Zanoni Sushi,103
124565,27905.63,107,Feminino,40-54 (Gen X),Gastronomia,Life Vivara,104
197182,27721.08,202,Feminino,40-54 (Gen X),Gastronomia,Livrarias Catarinense,105
81858,27642.829999999998,155,Feminino,25-39 (Millennials),Gastronomia,Renner,106
267385,27581.260000000002,7,Masculino,40-54 (Gen X),Moda,John John,107
112411,27557.82,104,Feminino,25-39 (Millennials),Gastronomia,Zanoni Sushi,108
128961,27435.65,73,Feminino,40-54 (Gen X),Moda,Centauro,109
95035,27336.170000000002,80,Feminino,40-54 (Gen X),Moda,Renner,110
272002,27304.6,13,Masculino,40-54 (Gen X),Gastronomia,Magazine Luiza,111
125479,27283.16,91,Feminino,25-39 (Millennials),Moda,C&A,112
41318,27268.559999999998,64,Feminino,55-69 (Boomers),Gastronomia,Giraffas,113
133706,27178.48,142,Feminino,40-54 (Gen X),Moda,Renner,114
196192,27026.399999999998,40,Feminino,40-54 (Gen X),Moda Feminina,Live!,115
309522,26980.0,1,Masculino,40-54 (Gen X),Joalheria,Vivara,116
302924,26959.02,119,Feminino,40-54 (Gen X),Moda,C&A,117
138113,26885.43,49,Feminino,25-39 (Millennials),Moda,Nike Unite,118
412545,26766.65,33,Masculino,16-24 (Gen Z),Eletrodomésticos,Magazine Luiza,119
160428,26598.78,157,Feminino,25-39 (Millennials),Moda,Renner,120
62517,26592.28,155,Masculino,25-39 (Millennials),Gastronomia,Mini Kalzone,121
60946,26516.21,107,Feminino,40-54 (Gen X),Gastronomia,Espaço Laser,122
73555,26380.3,214,Feminino,16-24 (Gen Z),Moda,Renner,123
202741,26297.760000000002,139,Feminino,25-39 (Millennials),Gastronomia,Bacio di Latte,124
85464,26146.55,186,Feminino,25-39 (Millennials),Gastronomia,Docejo,125
66813,26017.81,263,Feminino,55-69 (Boomers),Gastronomia,Zanoni Sushi,126
218861,25901.05,9,Masculino,40-54 (Gen X),Eletrônicos,Samsung,127
115946,25869.84,164,Feminino,40-54 (Gen X),Moda,C&A,128
163888,25852.81,49,Feminino,40-54 (Gen X),Gastronomia,CLIFIELD,129
145080,25839.9,93,Feminino,40-54 (Gen X),Gastronomia,Outback Steakhouse,130
103573,25830.64,305,Feminino,40-54 (Gen X),Gastronomia,GAMELAS E PANELLA'S,131
49336,25668.27,159,Feminino,25-39 (Millennials),Gastronomia,McDonald's,132
201880,25641.71,27,Feminino,40-54 (Gen X),Moda,Cartes - Cozinha do Mundo,133
192620,25609.54,4,Masculino,40-54 (Gen X),Joalheria,Vivara,134
13291,25584.82,117,Masculino,25-39 (Millennials),Gastronomia,Docejo,135
114389,25577.74,52,Feminino,40-54 (Gen X),Moda,Nike Unite,136
268617,25544.25,24,Feminino,16-24 (Gen Z),Beleza e Bem-estar,Samsung,137
124095,25528.55,317,Feminino,25-39 (Millennials),Gastronomia,Bacio di Latte,138
63500,25493.36,77,Feminino,25-39 (Millennials),Gastronomia,Burger King,139
184774,25434.31,55,Feminino,25-39 (Millennials),Moda,Lua Luá,140
184676,25269.61,54,Feminino,55-69 (Boomers),Gastronomia,Zanoni Sushi,141
101920,24985.96,340,Feminino,40-54 (Gen X),Gastronomia,Mini Kalzone,142
191444,24950.34,103,Feminino,25-39 (Millennials),Gastronomia,Brasil Cacau,143
163656,24928.95,154,Feminino,40-54 (Gen X),Gastronomia,Panvel Farmácias,144
157120,24902.64,51,Feminino,40-54 (Gen X),Moda,Nike Unite,145
385646,24895.27,7,Masculino,40-54 (Gen X),Gastronomia,Vivara,146
61713,24798.66,139,Feminino,40-54 (Gen X),Gastronomia,Cobasi,147
169936,24764.16,24,Feminino,40-54 (Gen X),Moda,Arezzo,148
49370,24748.73,103,Feminino,40-54 (Gen X),Gastronomia,Zanoni Sushi,149
94503,24652.63,113,Masculino,25-39 (Millennials),Gastronomia,Bacio di Latte,150
155687,24553.5,102,Feminino,25-39 (Millennials),Gastronomia,Madero,151
89796,24550.58,345,Masculino,40-54 (Gen X),Gastronomia,Griletto,152
162628,24530.74,12,Feminino,25-39 (Millennials),Moda,Arezzo,153
112262,24451.88,357,Feminino,40-54 (Gen X),Gastronomia,Griletto,154
160847,24425.09,187,Feminino,40-54 (Gen X),Gastronomia,Spoleto,155
121042,24393.920000000002,83,Feminino,25-39 (Millennials),Moda,Leo Cosméticos,156
153756,24350.68,115,Feminino,25-39 (Millennials),Moda,Renner,157
115115,24341.370000000003,70,Masculino,40-54 (Gen X),Moda,Lojas Americanas,158
