sigla,faixa_etaria,qtd_clientes,pct_clientes,valor_total
BS,25-39 (Millennials),229,47.21649484536082,131757.30000000002
BS,40-54 (Gen X),204,42.06185567010309,154212.14
BS,16-24 (Gen Z),23,4.742268041237113,6578.53
BS,55-69 (Boomers),25,5.154639175257731,27502.710000000003
BS,70+ (Silent),4,0.8247422680412372,3153.83
CS,40-54 (Gen X),167,41.64588528678304,190374.84
CS,25-39 (Millennials),179,44.63840399002494,158188.45
CS,16-24 (Gen Z),17,4.239401496259352,18981.940000000002
CS,70+ (Silent),2,0.4987531172069825,2400.37
CS,55-69 (Boomers),36,8.977556109725686,40837.45
NK,25-39 (Millennials),167,36.14718614718615,97253.62999999999
NK,16-24 (Gen Z),20,4.329004329004329,9589.47
NK,55-69 (Boomers),50,10.822510822510822,36219.06
NK,40-54 (Gen X),218,47.18614718614719,178023.82
NK,70+ (Silent),7,1.5151515151515151,5279.89
GS,40-54 (Gen X),72,39.77900552486188,36472.94
GS,25-39 (Millennials),85,46.96132596685083,64043.469999999994
GS,55-69 (Boomers),13,7.18232044198895,9211.929999999998
GS,16-24 (Gen Z),9,4.972375690607735,2097.53
GS,70+ (Silent),2,1.1049723756906076,421.07
NR,25-39 (Millennials),199,46.49532710280374,93441.57
NR,16-24 (Gen Z),23,5.373831775700935,27166.200000000004
NR,40-54 (Gen X),166,38.78504672897196,108339.97
NR,55-69 (Boomers),40,9.345794392523365,25802.700000000004
NS,55-69 (Boomers),7,3.5000000000000004,2835.6900000000005
NS,25-39 (Millennials),98,49.0,56417.08
NS,40-54 (Gen X),79,39.5,56426.11
NS,16-24 (Gen Z),15,7.5,4994.96
NS,Nao Informado,1,0.5,15.0
