sigla,faixa_etaria,qtd_clientes,pct_clientes,valor_total
CS,Gen Z (1997-2012),73,15.732758620689655,35665.44
CS,Gen X (1965-1980),112,24.137931034482758,87700.87
CS,Millennials (1981-1996),268,57.758620689655174,207021.41999999998
CS,Boomers (1946-1964),11,2.3706896551724137,6781.97
BS,Gen X (1965-1980),101,25.06203473945409,145184.43
BS,Boomers (1946-1964),13,3.225806451612903,21772.1
BS,Millennials (1981-1996),245,60.7940446650124,325282.70999999996
BS,Gen Z (1997-2012),42,10.421836228287841,74389.1
BS,Nao Informado,1,0.24813895781637718,354.0
BS,Silent (antes 1946),1,0.24813895781637718,134.29
NK,Millennials (1981-1996),296,53.916211293260474,261792.65
NK,Gen Z (1997-2012),70,12.750455373406194,27310.37
NK,Gen X (1965-1980),155,28.233151183970858,152956.16
NK,Boomers (1946-1964),27,4.918032786885246,28994.010000000002
NK,Silent (antes 1946),1,0.18214936247723132,1142.25
NR,Millennials (1981-1996),1220,57.54716981132076,857599.33
NR,Gen Z (1997-2012),337,15.89622641509434,236092.43
NR,Boomers (1946-1964),86,4.056603773584905,74182.51999999999
NR,Gen X (1965-1980),473,22.31132075471698,382464.14999999997
NR,Nao Informado,3,0.14150943396226415,1748.1100000000001
NR,Silent (antes 1946),1,0.04716981132075472,799.3
GS,Gen X (1965-1980),97,21.17903930131004,74911.59
GS,Millennials (1981-1996),262,57.20524017467249,207461.08000000002
GS,Gen Z (1997-2012),90,19.65065502183406,62169.770000000004
GS,Boomers (1946-1964),9,1.9650655021834063,3452.9700000000003
NS,Gen X (1965-1980),213,21.385542168674696,214115.89
NS,Millennials (1981-1996),535,53.714859437751,423069.47
NS,Gen Z (1997-2012),200,20.080321285140563,144288.72999999998
NS,Boomers (1946-1964),45,4.518072289156627,55966.850000000006
NS,Silent (antes 1946),2,0.2008032128514056,3485.39
NS,Nao Informado,1,0.1004016064257028,1614.05
