faixa_etaria,dia_semana,valor,transacoes
Boomers (1946-1964),Domingo,16004.36,92
Boomers (1946-1964),Quarta,17317.95,93
Boomers (1946-1964),Quinta,33676.12,123
Boomers (1946-1964),Sabado,49702.98,151
Boomers (1946-1964),Segunda,22258.37,47
Boomers (1946-1964),Sexta,24192.63,94
Boomers (1946-1964),Terca,27998.01,95
Gen X (1965-1980),Domingo,155837.99,634
Gen X (1965-1980),Quarta,93055.48,438
Gen X (1965-1980),Quinta,136718.2,596
Gen X (1965-1980),Sabado,288631.6,1095
Gen X (1965-1980),Segunda,142312.5,524
Gen X (1965-1980),Sexta,131898.92,574
Gen X (1965-1980),Terca,108878.4,591
Gen Z (1997-2012),Domingo,73149.48,323
Gen Z (1997-2012),Quarta,72844.5,448
Gen Z (1997-2012),Quinta,59229.84,319
Gen Z (1997-2012),Sabado,143427.86000000002,659
Gen Z (1997-2012),Segunda,68605.37,248
Gen Z (1997-2012),Sexta,87284.21,415
Gen Z (1997-2012),Terca,75374.58,436
Millennials (1981-1996),Domingo,340497.53,1530
Millennials (1981-1996),Quarta,279745.64,1220
Millennials (1981-1996),Quinta,253700.68,1203
Millennials (1981-1996),Sabado,592448.57,2220
Millennials (1981-1996),Segunda,253544.06,1072
Millennials (1981-1996),Sexta,333053.76,1316
Millennials (1981-1996),Terca,229236.42,1218
Nao Informado,Domingo,354.0,2
Nao Informado,Sabado,749.0,1
Nao Informado,Segunda,377.87,1
Nao Informado,Sexta,1614.05,1
Nao Informado,Terca,621.24,3
Silent (antes 1946),Domingo,799.3,1
Silent (antes 1946),Quarta,1502.3899999999999,4
Silent (antes 1946),Sabado,3259.54,7
